"","rank","Ontology_Term","ID","mean_AUC","AUC_Maynard","AUC_He","AUC_Allen","combined_p_value","direction","layer","cell_type"
"207",16,"Inflammation","C0021368",0.342542979565697,0.334995138037458,0.355580959866151,0.337052840793482,0,"negative",4,"GABA"
"208",15,"Inflammation","C0021368",0.345900692894161,0.334007525472456,0.355377030732269,0.348317522477758,0,"negative",5,"GABA"
"209",15,"Inflammation","C0021368",0.343881416091071,0.338154145351541,0.355388939002861,0.338101163918812,0,"negative",6,"GABA"
"210",12,"Inflammation","C0021368",0.354023529129621,0.349364562634761,0.375429069874755,0.337276954879347,0,"negative",1,"GLUT"
"211",11,"Inflammation","C0021368",0.340226849914081,0.332666469369636,0.35943923953784,0.328574840834766,0,"negative",2,"GLUT"
"212",12,"Inflammation","C0021368",0.338265203117362,0.333466367902592,0.35417280686869,0.327156434580803,0,"negative",3,"GLUT"
"213",16,"Inflammation","C0021368",0.339962718708697,0.334995138037458,0.355580959866151,0.32931205822248,0,"negative",4,"GLUT"
"214",15,"Inflammation","C0021368",0.340619759006834,0.334007525472456,0.355377030732269,0.332474720815775,0,"negative",5,"GLUT"
"215",15,"Inflammation","C0021368",0.341355217842503,0.338154145351541,0.355388939002861,0.330522569173108,0,"negative",6,"GLUT"
"216",11,"Inflammation","C0021368",0.352101947595385,0.332666469369636,0.35943923953784,0.364200133878678,0,"negative",2,"NONN"
"217",12,"Inflammation","C0021368",0.348313476111909,0.333466367902592,0.35417280686869,0.357301253564446,0,"negative",3,"NONN"
"218",15,"Inflammation","C0021368",0.346917136066136,0.334995138037458,0.355580959866151,0.350175310294798,0,"negative",4,"NONN"
"219",15,"Inflammation","C0021368",0.347657727668214,0.334007525472456,0.355377030732269,0.353588626799916,0,"negative",5,"NONN"
"220",15,"Inflammation","C0021368",0.346258204949063,0.338154145351541,0.355388939002861,0.345231530492786,0,"negative",6,"NONN"
"221",6,"Lactic acidemia","C0347959",0.666596374980568,0.695146021620881,0.661970320042911,0.642672783277913,0,"positive",1,"GABA"
"222",7,"Lactic acidemia","C0347959",0.678831251802008,0.705633762347132,0.692804497685599,0.638055495373292,0,"positive",2,"GABA"
"223",7,"Lactic acidemia","C0347959",0.682635905487498,0.714340023826732,0.69741343345849,0.636154259177272,0,"positive",3,"GABA"
"224",6,"Lactic acidemia","C0347959",0.68307407236542,0.716183390689892,0.696688320718358,0.636350505688009,0,"positive",4,"GABA"
"225",6,"Lactic acidemia","C0347959",0.681265715159205,0.714757765238168,0.692979319387329,0.636060060852118,0,"positive",5,"GABA"
"226",6,"Lactic acidemia","C0347959",0.674962028589071,0.705532089834296,0.676329538907762,0.643024457025154,0,"positive",6,"GABA"
"227",6,"Lactic acidemia","C0347959",0.661195147681056,0.695146021620881,0.661970320042911,0.626469101379378,0,"positive",1,"GLUT"
"228",7,"Lactic acidemia","C0347959",0.673465610536443,0.705633762347132,0.692804497685599,0.621958571576597,0,"positive",2,"GLUT"
"229",7,"Lactic acidemia","C0347959",0.677368125815287,0.714340023826732,0.69741343345849,0.62035092016064,0,"positive",3,"GLUT"
"230",6,"Lactic acidemia","C0347959",0.683349864128509,0.716183390689892,0.696688320718358,0.637177880977276,0,"positive",4,"GLUT"
"231",6,"Lactic acidemia","C0347959",0.679112236781384,0.714757765238168,0.692979319387329,0.629599625718655,0,"positive",5,"GLUT"
"232",6,"Lactic acidemia","C0347959",0.669149991927082,0.705532089834296,0.676329538907762,0.62558834703919,0,"positive",6,"GLUT"
"233",7,"Lactic acidemia","C0347959",0.659940301016446,0.705633762347132,0.692804497685599,0.581382643016607,0,"positive",2,"NONN"
"234",7,"Lactic acidemia","C0347959",0.661820168924627,0.714340023826732,0.69741343345849,0.57370704948866,0,"positive",3,"NONN"
"235",6,"Lactic acidemia","C0347959",0.669409035329778,0.716183390689892,0.696688320718358,0.595355394581084,0,"positive",4,"NONN"
"236",6,"Lactic acidemia","C0347959",0.664519869567006,0.714757765238168,0.692979319387329,0.585822524075522,0,"positive",5,"NONN"
"237",6,"Lactic acidemia","C0347959",0.660285406206083,0.705532089834296,0.676329538907762,0.598994589876192,0,"positive",6,"NONN"
"238",2,"Mammary Neoplasms, Experimental","C0024668",0.63992785217968,0.713311279042238,0.647724616836712,0.558747660660091,0,"positive",1,"NONN"
"239",2,"Mammary Neoplasms, Experimental","C0024668",0.621234847199418,0.682020207190893,0.628384421771765,0.553299912635595,0,"positive",2,"NONN"
"240",3,"Mammary Neoplasms, Experimental","C0024668",0.61681990971385,0.684144585714194,0.618367117623264,0.54794802580409,0,"positive",3,"NONN"
"241",3,"Mammary Neoplasms, Experimental","C0024668",0.61522530392674,0.683000492702248,0.616004090071464,0.546671329006508,0,"positive",4,"NONN"
"242",3,"Mammary Neoplasms, Experimental","C0024668",0.623408120512296,0.683032486354707,0.624099959548744,0.563091915633436,0,"positive",5,"NONN"
"243",2,"Mammary Neoplasms, Experimental","C0024668",0.632564150179896,0.690969471656823,0.639525371926828,0.567197606956037,0,"positive",6,"NONN"
"244",15,"muscle degeneration","C0234958",0.646129528434046,0.631924979248558,0.662923857099606,0.643539748953975,0,"positive",1,"GABA"
"245",15,"muscle degeneration","C0234958",0.643529807374074,0.631924979248558,0.662923857099606,0.635740585774059,0,"positive",1,"GLUT"
"246",20,"muscle degeneration","C0234958",0.64509707634594,0.63085619421978,0.665530073670401,0.638904961147639,0,"positive",5,"GLUT"
"247",20,"muscle degeneration","C0234958",0.641952088669436,0.629644721587674,0.663840952669291,0.632370591751345,0,"positive",6,"GLUT"
"248",12,"muscle degeneration","C0234958",0.642828472446798,0.631924979248558,0.662923857099606,0.63363658099223,0,"positive",1,"NONN"
"249",19,"muscle degeneration","C0234958",0.639475716714444,0.62809848188622,0.666718387324654,0.623610280932457,0,"positive",2,"NONN"
"250",20,"muscle degeneration","C0234958",0.643634125924237,0.636076639706942,0.666850842668281,0.62797489539749,0,"positive",4,"NONN"
"251",3,"Muscle Spasticity","C0026838",0.666394525265979,0.648883453713965,0.696918887933505,0.653381234150465,0,"positive",1,"GABA"
"252",3,"Muscle Spasticity","C0026838",0.673750086763784,0.656551165933212,0.708599347950702,0.656099746407439,0,"positive",2,"GABA"
"253",2,"Muscle Spasticity","C0026838",0.675060645173893,0.6626187025545,0.710527730008598,0.65203550295858,0,"positive",3,"GABA"
"254",2,"Muscle Spasticity","C0026838",0.676863921772285,0.66504983278018,0.710780309544282,0.654761622992392,0,"positive",4,"GABA"
"255",2,"Muscle Spasticity","C0026838",0.674304215845614,0.662949908526398,0.708958512467756,0.651004226542688,0,"positive",5,"GABA"
"256",3,"Muscle Spasticity","C0026838",0.671219342949252,0.657968100357369,0.705790520206363,0.649899408284024,0,"positive",6,"GABA"
"257",3,"Muscle Spasticity","C0026838",0.663458768714837,0.648883453713965,0.696918887933505,0.644573964497041,0,"positive",1,"GLUT"
"258",3,"Muscle Spasticity","C0026838",0.668896325140792,0.656551165933212,0.708599347950702,0.641538461538462,0,"positive",2,"GLUT"
"259",2,"Muscle Spasticity","C0026838",0.670878622068793,0.6626187025545,0.710527730008598,0.63948943364328,0,"positive",3,"GLUT"
"260",2,"Muscle Spasticity","C0026838",0.67326854279229,0.66504983278018,0.710780309544282,0.643975486052409,0,"positive",4,"GLUT"
"261",2,"Muscle Spasticity","C0026838",0.670954821650066,0.662949908526398,0.708958512467756,0.640956043956044,0,"positive",5,"GLUT"
"262",3,"Muscle Spasticity","C0026838",0.667049435933191,0.657968100357369,0.705790520206363,0.637389687235841,0,"positive",6,"GLUT"
"263",3,"Muscle Spasticity","C0026838",0.661909881704412,0.648883453713965,0.696918887933505,0.639927303465765,0,"positive",1,"NONN"
"264",3,"Muscle Spasticity","C0026838",0.66433898504499,0.656551165933212,0.708599347950702,0.627866441251057,0,"positive",2,"NONN"
"265",2,"Muscle Spasticity","C0026838",0.668673775633177,0.6626187025545,0.710527730008598,0.632874894336433,0,"positive",3,"NONN"
"266",2,"Muscle Spasticity","C0026838",0.672696832451349,0.66504983278018,0.710780309544282,0.642260355029586,0,"positive",4,"NONN"
"267",2,"Muscle Spasticity","C0026838",0.670243353630906,0.662949908526398,0.708958512467756,0.638821639898563,0,"positive",5,"NONN"
"268",3,"Muscle Spasticity","C0026838",0.668732445231585,0.657968100357369,0.705790520206363,0.642438715131023,0,"positive",6,"NONN"
"269",11,"Myoclonus","C0027066",0.696367544535871,0.686905654792514,0.729570291680523,0.672626687134577,0,"positive",1,"GABA"
"270",13,"Myoclonus","C0027066",0.700203894167333,0.69333982185008,0.736710838598585,0.670561022053334,0,"positive",2,"GABA"
"271",14,"Myoclonus","C0027066",0.704105860573896,0.70143708939855,0.740143312029373,0.670737180293765,0,"positive",3,"GABA"
"272",14,"Myoclonus","C0027066",0.705114944329318,0.70326825585158,0.742348112481266,0.669728464655107,0,"positive",4,"GABA"
"273",14,"Myoclonus","C0027066",0.706566040903935,0.702957208399285,0.742960810127505,0.673780104185016,0,"positive",5,"GABA"
"274",14,"Myoclonus","C0027066",0.708586323189913,0.703481473863234,0.750026193393798,0.672251302312706,0,"positive",6,"GABA"
"275",11,"Myoclonus","C0027066",0.694831053216558,0.686905654792514,0.729570291680523,0.668017213176636,0,"positive",1,"GLUT"
"276",13,"Myoclonus","C0027066",0.697871894603534,0.69333982185008,0.736710838598585,0.663565023361938,0,"positive",2,"GLUT"
"277",13,"Myoclonus","C0027066",0.700628832447297,0.70143708939855,0.740143312029373,0.660306095913968,0,"positive",3,"GLUT"
"278",14,"Myoclonus","C0027066",0.705691652854538,0.70326825585158,0.742348112481266,0.671458590230767,0,"positive",4,"GLUT"
"279",14,"Myoclonus","C0027066",0.704793972890078,0.702957208399285,0.742960810127505,0.668463900143443,0,"positive",5,"GLUT"
"280",14,"Myoclonus","C0027066",0.705918784120532,0.703481473863234,0.750026193393798,0.664248685104562,0,"positive",6,"GLUT"
"281",9,"Myoclonus","C0027066",0.686606840126602,0.686905654792514,0.729570291680523,0.64334457390677,0,"positive",1,"NONN"
"282",13,"Myoclonus","C0027066",0.692090828538602,0.69333982185008,0.736710838598585,0.646221825167141,0,"positive",2,"NONN"
"283",13,"Myoclonus","C0027066",0.698561070244144,0.70143708939855,0.740143312029373,0.65410280930451,0,"positive",3,"NONN"
"284",13,"Myoclonus","C0027066",0.701475039734384,0.70326825585158,0.742348112481266,0.658808750870306,0,"positive",4,"NONN"
"285",14,"Myoclonus","C0027066",0.69712829326879,0.702957208399285,0.742960810127505,0.64546686127958,0,"positive",5,"NONN"
"286",14,"Myoclonus","C0027066",0.704636044552315,0.703481473863234,0.750026193393798,0.660400466399913,0,"positive",6,"NONN"
"287",7,"Pneumonia","C0032285",0.318287801951896,0.305262781167797,0.349345550235237,0.300255074452653,0,"negative",1,"GABA"
"288",4,"Pneumonia","C0032285",0.296956561229932,0.280192545138951,0.31176642579675,0.298910712754096,0,"negative",2,"GABA"
"289",5,"Pneumonia","C0032285",0.298322492047883,0.282606069824455,0.307323685879302,0.305037720439892,0,"negative",3,"GABA"
"290",7,"Pneumonia","C0032285",0.301556841001704,0.289081652738758,0.307004719936511,0.308584150329844,0,"negative",4,"GABA"
"291",7,"Pneumonia","C0032285",0.305505370803299,0.287791009788308,0.311597449791343,0.317127652830245,0,"negative",5,"GABA"
"292",10,"Pneumonia","C0032285",0.312966890513585,0.303667931213428,0.326176851426423,0.309055888900905,0,"negative",6,"GABA"
"293",7,"Pneumonia","C0032285",0.321711169605919,0.305262781167797,0.349345550235237,0.310525177414723,0,"negative",1,"GLUT"
"294",4,"Pneumonia","C0032285",0.299642176994826,0.280192545138951,0.31176642579675,0.306967560048777,0,"negative",2,"GLUT"
"295",5,"Pneumonia","C0032285",0.300502185287291,0.282606069824455,0.307323685879302,0.311576800158116,0,"negative",3,"GLUT"
"296",7,"Pneumonia","C0032285",0.303429500177734,0.289081652738758,0.307004719936511,0.314202127857934,0,"negative",4,"GLUT"
"297",7,"Pneumonia","C0032285",0.303128032154671,0.287791009788308,0.311597449791343,0.309995636884363,0,"negative",5,"GLUT"
"298",10,"Pneumonia","C0032285",0.313125379756827,0.303667931213428,0.326176851426423,0.309531356630631,0,"negative",6,"GLUT"
"299",4,"Pneumonia","C0032285",0.321284970830776,0.280192545138951,0.31176642579675,0.371895941556625,0,"negative",2,"NONN"
"300",5,"Pneumonia","C0032285",0.317907411827465,0.282606069824455,0.307323685879302,0.363792479778637,0,"negative",3,"NONN"
"301",7,"Pneumonia","C0032285",0.31762516416065,0.289081652738758,0.307004719936511,0.35678911980668,0,"negative",4,"NONN"
"302",7,"Pneumonia","C0032285",0.315391370422924,0.287791009788308,0.311597449791343,0.346785651689122,0,"negative",5,"NONN"
"303",10,"Pneumonia","C0032285",0.334157834624685,0.303667931213428,0.326176851426423,0.372628721234202,0,"negative",6,"NONN"
"304",4,"Respiratory Failure","C1145670",0.701159485432973,0.706551099624217,0.709938459516874,0.686988897157827,0,"positive",1,"GABA"
"305",9,"Respiratory Failure","C1145670",0.705885965102815,0.709666364421724,0.725814152121066,0.682177378765653,0,"positive",2,"GABA"
"306",8,"Respiratory Failure","C1145670",0.705875465975558,0.715080594684773,0.72150193819671,0.68104386504519,0,"positive",3,"GABA"
"307",9,"Respiratory Failure","C1145670",0.707825519068728,0.716632277379941,0.721558879568998,0.685285400257245,0,"positive",4,"GABA"
"308",9,"Respiratory Failure","C1145670",0.70666322048761,0.714478484681893,0.72326712073761,0.682244056043327,0,"positive",5,"GABA"
"309",8,"Respiratory Failure","C1145670",0.703572758700343,0.708126581133728,0.72214362366133,0.680448071305971,0,"positive",6,"GABA"
"310",4,"Respiratory Failure","C1145670",0.693063573395358,0.706551099624217,0.709938459516874,0.662701161044984,0,"positive",1,"GLUT"
"311",9,"Respiratory Failure","C1145670",0.695365294429775,0.709666364421724,0.725814152121066,0.650615366746536,0,"positive",2,"GLUT"
"312",8,"Respiratory Failure","C1145670",0.699070798852905,0.715080594684773,0.72150193819671,0.66062986367723,0,"positive",3,"GLUT"
"313",9,"Respiratory Failure","C1145670",0.703647076334472,0.716632277379941,0.721558879568998,0.672750072054477,0,"positive",4,"GLUT"
"314",9,"Respiratory Failure","C1145670",0.702496966072929,0.714478484681893,0.72326712073761,0.669745292799284,0,"positive",5,"GLUT"
"315",8,"Respiratory Failure","C1145670",0.698181936648375,0.708126581133728,0.72214362366133,0.664275605150067,0,"positive",6,"GLUT"
"316",4,"Respiratory Failure","C1145670",0.693515258179603,0.706551099624217,0.709938459516874,0.664056215397719,0,"positive",1,"NONN"
"317",9,"Respiratory Failure","C1145670",0.698144948252821,0.709666364421724,0.725814152121066,0.658954328215673,0,"positive",2,"NONN"
"318",8,"Respiratory Failure","C1145670",0.698422667035511,0.715080594684773,0.72150193819671,0.658685468225051,0,"positive",3,"NONN"
"319",9,"Respiratory Failure","C1145670",0.702365868859161,0.716632277379941,0.721558879568998,0.668906449628543,0,"positive",4,"NONN"
"320",9,"Respiratory Failure","C1145670",0.70189400273396,0.714478484681893,0.72326712073761,0.667936402782378,0,"positive",5,"NONN"
"321",8,"Respiratory Failure","C1145670",0.703102432956748,0.708126581133728,0.72214362366133,0.679037094075186,0,"positive",6,"NONN"
"322",20,"Stereotyped Behavior","C0038271",0.73959368395889,0.755350584348219,0.780786816967721,0.682643650560729,0,"positive",3,"GABA"
"323",19,"Stereotyped Behavior","C0038271",0.741706983941789,0.759151183200665,0.779048395128797,0.686921373495905,0,"positive",2,"GLUT"
"324",19,"Stereotyped Behavior","C0038271",0.739374313551958,0.755350584348219,0.780786816967721,0.681985539339932,0,"positive",3,"GLUT"
"325",19,"Stereotyped Behavior","C0038271",0.739623328608475,0.755350584348219,0.780786816967721,0.682732584509485,0,"positive",3,"NONN"
